TEXT,emoji,class
"@user in LA _____#sashasherman #la #ralphs #хлеб @ North Hollywood, California
",🇺🇸,0
"Today is a day for prepping... &amp; maybe making sausage meatballs ...#kitchen #mushrooms…
",😜,2
"Millennium Park!!! #chicago #milleniumpark #bigasstree…
",🎄,1
"Hanging out with ridiculously weird people @user and calvmonster Thanks acrowithjon…
",😜,2
"When I'm not EDEN by Eden Sassoon Pilates ... I'm vibrating at Platefit Come #VIBE with me…
",😜,2
"'10 Toyota Camry 97,802milesChristmas SPECIAL $ 8,999USUALLY 10,325 @ Genesis Auto Sales
",🎄,1
"Wishing you a Happy 4th of July! #happyindependenceday @ Magic…
",🇺🇸,0
"SnapChat Kingoriginaldre @ New York City Lincoln Tunnel
",😜,2
"CHRISTMAS 2015 @ Winston Trails
",🎄,1
"@ Park Slope Historic District
",🎄,1
"merry christmas from my sleepy baby and i @ Harrison, Arkansas
",🎄,1
"It’s a small thing to a Giant @ Clayton County, Georgia
",😜,2
"Happy Labor Day @ Bob's Big Boy
",🇺🇸,0
"Merry Christmas to all from our little family This holiday season…
",🎄,1
"Tis truly a white #Christmas... @ Markham, Ontario
",🎄,1
"The only thing that makes Louisville worth visiting Love being able to see my best friend!! @user
",😜,2
".| #FBF | I be so focused ... catch me on da bar THIS SUNDAY tho ! #FootballSundays…
",😜,2
"Where two or three gather in my name, there am I with them.""#usa #whitehouse @ United States
",🇺🇸,0
"Here's to another Argiro / Parker Bowles Christmas for the books! Thankful for our #health…
",🎄,1
"Greetings from Houston Texas #fatherdaughtertrip #priceless @user
",🇺🇸,0
"To our veterans, thank you. #VeteransDay #2017 #ThankYou @ Smokin Willy
",🇺🇸,0
"Started drinking. Bigly.#presidentialelection #results #election2016 #usa #trump #clinton…
",🇺🇸,0
"TONIGHT!!!!!Be in the building cause it's going down!!!!HOTT SUGA SATURDAY Doors open @user
",😜,2
"Above All after hours @ Above All
",😜,2
"Happy Holidays @ NIU Oh Deez
",🎄,1
"It USED to be cool to visit the #WhiteHouse in #WashingtonDC #USA #NotAnymore @ Toronto, Ontario
",🇺🇸,0
"#Repost @user Don't smell stanky! Smell Kickass like Chris #theartsyflea…
",😜,2
"More Holiday fun! Gas Lamp + Green Screen + Boomerang!#gaslampphotobooth #gifbooth…
",🎄,1
"The ""make-up record""... just in time for the Holidays . #hello #Adele #25 #newrelease #music #love…
",🎄,1
"All set for the annual #FourthofJuly parade (@ Eatonville in WA)
",🇺🇸,0
"Never too old for Disneyland @ Disneyland Park
",😜,2
"It certainly is the ""most wonderful time of the year."" These #Citrine Wall Hanging Ornaments…
",🎄,1
"Last night was dope @ The Tree of Joliet
",😜,2
"Our very own Doc McStuffins #christmas2015 @ Lawrenceburg, Kentucky
",🎄,1
"At the Tree Lighting at Birkdale Village! #therapydogtetley #tetleyincharlotte #tetleyatchristmas…
",🎄,1
"Open today &amp; the 4th at 11am. Stop by for beer as you're out celebrating with friends &amp;…
",🇺🇸,0
"#debate2016 watching with my #securitypuppy @ The Sonic Penthouse
",🇺🇸,0
"About that snow storm... 40""+ and it's still snowing #gotsnow #nederlandcolorado #coloradolive…
",😜,2
"phillips 41 hittin you with that ugly Christmas spirit @ Lindsey Wilson College
",🎄,1
"Basically my brother, love you B!!! Always got yo back @ Beaver Stadium
",😜,2
"So excited to add doorjamm Police Navidad Giveaway! This is the best tool for keeping the door…
",🎄,1
"Macy’s vitrinas en Christmas en Macy's Herald Square
",🎄,1
"Galaxy coverup by @user Smell ya later, scorpion! .....#vintagekarma…
",😜,2
"@user @user @user @user @user We're crazy about math!! #JCPSMATH #JoCo2020
",😜,2
"BATB Finals Night #BATBfinals #freebeer #freefood #skatelife #skateboard #carifornia…
",🇺🇸,0
"""She's my lobster!"" When one goes to the ranch, in 80 degree…
",😜,2
"Since it's Friday ......#motivationalquotes #mindovermatter #luxury #buckhead #atlanta…
",😜,2
"Little Nonny getting in the Christmas spirit (the last pic is just bc)
",🎄,1
"Happy Birthday America, you crazy kid @ Denver's Union Station
",🇺🇸,0
"If anyone finds those $10 sunglasses, please Lmk... #day4 @user
",😜,2
"@ I-X Center
",🇺🇸,0
"""shitters full!"" @ Delta Chi Fraternity - Penn State
",🎄,1
"#ThrowbackLasVegas1stMarch2014: : In front of Luxor Hotel, Las Vegas USA. In the background is…
",🇺🇸,0
"Throw back Thursday @ Golden Gate Bridge
",🇺🇸,0
"Red White &amp; Blue Happy 4th!!! #jewelry #glass #redwhiteandblue #fourthofjuly #america #art…
",🇺🇸,0
"Stunning Christmas tree at the Detroit Athletic Club last night for my work’s Christmas party …
",🎄,1
"Berlin Christmas Parade with my biff @ Main Street Berlin Maryland
",🎄,1
"Being a pirate for the fourth #pirate #fourthofjuly #oldtimephoto #galveston #family…
",🇺🇸,0
"Ok now, this looks fake for sure, I have to get down there asap, cocktails by a fire @ The…
",😜,2
"Do you have questions about the voting process in the #usa ? Let us know! @ The White House
",🇺🇸,0
"A good long weekend spent with good friends...and a little mud @ Boggs and Boulders-Off Road
",😜,2
"Hoping to get lucky @ Tropicana Atlantic City
",😜,2
"Everything is MERRY MERRY today! Thank you to my patients for giving me the BEST Christmas …
",🎄,1
"Thankful to wake up in the best country on earth every single day. …
",🇺🇸,0
"shopping. (@ Target in Lawrence, KS)
",🎄,1
"Happy #4thofjuly! @ Hillcrest Pride Flag
",🇺🇸,0
"She’s baaack! She came in like a wrecking ball. She’s on a mission! #tanoreen #elfontheshelf…
",🎄,1
"'Merica #isthatandrewjacksonortheloneranger @ Lafayette Square Historic District, Washington, D.C.
",🇺🇸,0
"#yosemite #nationalpark #father #usa #gopro #selfie @ Yosemite National Park
",🇺🇸,0
"This is not a pumpkin #tomato #summertime #garden @ Olathe, Kansas
",😜,2
"Happy 4th of July! @ Classic BMW - Plano
",🇺🇸,0
"Glad I get to stay with them the next 4 years @ Lake Cumberland…
",😜,2
"Become Elite Stay Elite. ---------Just like Americans all over the world that take an…
",🇺🇸,0
"PEACE &amp; LOVE FROM MIAMI # #japanyosakoiren #teamjapan #yosakoi @user
",🇺🇸,0
"Are you scattered? Am I mild?
",🇺🇸,0
"And so the 2017 Christmas Eve Brevard County Parks Tour begin... @user
",🎄,1
"#chicago #themagnificentmile # #michiganave @ Michigan Avenue Bridge
",🇺🇸,0
"Merry Christmas ! From me and my queen @user ! #merrychristmas #happyholidays #xmas…
",🎄,1
"Just a couple of thrill-seekers #redheadromance #idaho @user
",😜,2
"Me and my yoga instructor being goofy y'all. @ Congress Street
",😜,2
"Final Hours!!! Don't miss out! Best SALE of the year!• 4TH OF JULY SALE! UP TO 75% OFF…
",🇺🇸,0
"The status quo. @ Harpersfield, Ohio
",🇺🇸,0
"Christmas tree @ Stapleton Denver
",🎄,1
"At a bar drinking a beer yup Tuesday night but need it after work ! U don't have to be drunk to to smile but good friends is all u need
",😜,2
"It’s official, the Holiday countdown has begun. Why not have a little fun... “Let’s be naughty…
",🎄,1
"#MiCza - A Christmas Tradition #NativityScene #PhotoOp…
",🎄,1
"Everyday is thumb day #TeamChamberlain #FilupinoThor @ EOS Fitness
",😜,2
"In honor of Veteran's Day...here's what pulled up on my way into work. #nhra #happyveteransday @user
",🇺🇸,0
"Merry Christmas from our family in the Carolinas to yours! @ Gastonia, North Carolina
",🎄,1
"Edward Jones Christmas Party! @ Hyde Park Country Club
",🎄,1
"Ohh Kermit !#standfortheflag @ Buffalo, New York
",🇺🇸,0
"Hard at it for our customers! #dailygrind #doworkson #hardwork #welding #summerheat…
",🇺🇸,0
"#911Memorial #GroundZero #NewYorkCity #NYC #travel @ National…
",🇺🇸,0
"Sam Houston for my friends in the great state of Texas! @ National Statuary Hall
",🇺🇸,0
"Bags are packed and ready to fly back home. Til next time .…
",🇺🇸,0
"She said she gon do what to who?! That’s not a reliable source #motorsport #lilsister @user
",😜,2
"new whip!! broom broom!! @ Mercedes-Benz of Danbury
",😜,2
"(@ 19th Street Shopping Strip in Houston Heights, TX)
",🎄,1
"holidays in the bay @ Union Square, San Francisco
",🎄,1
"Such a surreal experience being here. Ever since I got to the I've been constantly…
",🇺🇸,0
"A snippet from today's lobby gig in Manhattan! #acappella #caroling #harmony #singer #alto…
",🎄,1
"December 2016 Gift Cards Expire Soon... schedule your appointment online or call us today at…
",🎄,1
"Let the Christmas Eve fun begin. @ NewSpring Church
",🎄,1
"Happy Independence Day weekend y'all Stay Thirsty . #BushDid911 @ Bakersfield, California
",🇺🇸,0
"@ South Fort Lauderdale, Fort Lauderdale, Florida
",🇺🇸,0
"Happy 4th! @ Marco Island, Florida
",🇺🇸,0
"xmas cocktail @ Quixotes
",🎄,1
"Painted and decorated Christmas trees with the 1st graders this morning @ Our Lady Of Peace School
",🎄,1
"Cousinly love @ Big Town of Mtn. View
",😜,2
"No More Caption Needed #grateful #morning #morningmantra #mood #saturdaymorning #saturday…
",😜,2
"We found our tree! @ Bartels Farm
",🎄,1
"#merrychristmas #christmas2017 Merry Christmas from The Peters.…
",🎄,1
"i fall asleep in an american flag @ United States
",🇺🇸,0
"#Repost @user with repostapp・・・ AMERICAN RECORD for Josh Prenot in the 200…
",🇺🇸,0
"Empire State Building #empirestatebuilding#newyork#girls#rooftop#rooftopbar#friends#childhood…
",🇺🇸,0
"#merica @ St Louis Skeet and Trap Club
",🇺🇸,0
"Merry Christmas! Dress: alexandria_olivia Photographer: @user @ Dole Mansion
",🎄,1
"So proud of this one. #officialairman #unitedstatesairforce…
",🇺🇸,0
"Living the dream @ The Westin Lake Las Vegas Resort &amp; Spa
",🇺🇸,0
"One of these things is not like the other. bdelliumtools PinkBambu 990 Angled Face Brush…
",😜,2
"Next stop Grant Park. See you there... #2017lollapalooza Music #music #rockandroll #concert…
",😜,2
"Happy Memorial Day! #lovetheusa #braydenjames #merica…
",🇺🇸,0
"This Saints fan is cheering on the dirty birds tonight I love…
",😜,2
"#america #murica @ Hauck's Handy Store
",🇺🇸,0
"To the fallen soldier that just returned home, I salute you. #delta #usa #military #veteran…
",🇺🇸,0
"passante 02.10.2016 #tbt @ Flatiron District, NYC
",🇺🇸,0
"Family affair! #moscosocrew #familytime #bigbearmountain #christmas2015 #bigbear #memories…
",🎄,1
"The behind my nose makes it look huge but also I love this…
",🇺🇸,0
"""Farewell Mr. ClassAct 'President Leaving behind a respectful…
",🇺🇸,0
"Sorry Anna, we will try to make it next year! @ The Metropolitan…
",😜,2
"Home of the free land of the brave . Happy 4th #proudAmerican…
",🇺🇸,0
"happy chrimus eve @ CODE Dance Studio
",🎄,1
"3 of my favorite things: these girls, tacky Christmas sweaters, and Cru @ Grise Hall
",🎄,1
"The Rocky Steps 28/1/16 Philadelphia @ Rocky Steps
",🇺🇸,0
"I voted!! Pantsuit for Hillary, white tee for the suffragists, red…
",🇺🇸,0
"lindaskindiva I feel like a #stocker because I'm constantly looking for your #tweets because…
",😜,2
"‘Tis the season @ Turtle Back Zoo
",🎄,1
"#vote #doit #supertuesday @ Austin, Texas
",🇺🇸,0
"Where are all my Saiyans at?! I know ya follow me cause I'm adorkable ... #repost from -…
",😜,2
"When your work clothes double as your ""going out"" clothes #InnerwearAsOuterwear #VSLife @user
",😜,2
"@ Lithuanian Research and Studies Center
",🎄,1
"4th Annual Westman xmas party!!! ...#holidayparty #uglysweaterparty #squadgoals #snowtorious…
",🎄,1
"Dysfunctional family Christmas pictures in our PJs @ Indianapolis, Indiana
",🎄,1
"Nothing says Christmas like a red plaid scarf paired with a green sweater! This is one of my…
",🎄,1
"The nachos just weren't a bit good! @ Firedome Pizza and Wings
",😜,2
"Our Christmas was as Lit as this tree ! Had a great time showing…
",🎄,1
"They have a no children after 8:00pm rule, so we hid in the photo booth. @ Soho House West…
",😜,2
"Rhema for Christmas lights and cocoa. @ Rhema Christmas Lights
",🎄,1
"Happy 4th of July, all! @ United States
",🇺🇸,0
"h a p p y f o u r t h @ Barnet Park
",🇺🇸,0
"Life. Liberty. &amp; The Pursuit of Happiness. #beardsofinstagram #fourthofjuly #redwhiteandblue…
",🇺🇸,0
"Just your average day at Franciscan University of Steubenville. @ Franciscan University of…
",🎄,1
"Animal print #onepiece #swimsuit #handmade #depalmacollection free shipping in @ Lake Mary,…
",🇺🇸,0
"(@ Newark Liberty International Airport (EWR) in Newark, NJ)
",🇺🇸,0
"Can't wait to get back to crushin' it with you at baseball games @ Pour Richards Tavern
",😜,2
"God Bless America @ Nebraska
",🇺🇸,0
"Life's a blessing (and this is picture is basic) @ OC Beach!
",😜,2
"Day 5 of #5daysofgiveaways We are giving away all four of these beautiful jars! Like this post…
",🎄,1
"What an honor. @user #HEROWOD #DIETRICH @ CrossFit Breaking Boundaries
",🇺🇸,0
"Practice #free #yoga #beach #oriental #northcarolina #travel #gypsylife @ Wiggin's Point
",😜,2
"Just a regular pool... #staycation #sandiego #realestate #luxury #lifestyle #ranchosantafe…
",😜,2
"25 Days of Christmas The challenge is to show friends and family, who may or may not know,…
",🎄,1
"Celebrating our IndepenDANCE @ The Mirage Hotel and Casino
",🇺🇸,0
"New control new game @ Fry's Electronics
",😜,2
"The best or nothing! #master #nyuniversity #dentistry @ NYU…
",🇺🇸,0
"United We Serve #EFNT #freedomday2017 #thankful l #bbandt #awsiy @ Communities Foundation of…
",🇺🇸,0
"Hitting with my bro @user tonight. #WeddingSeasonIsAmongUs #AndWeAreGlad @ The…
",😜,2
"One of the few pics we’ll have of our Christmas @user with…
",🎄,1
"n e v e r f o r g e t || my #91101 story ⇨ I was ironically sitting in my History class my…
",🇺🇸,0
"is up! J helped, he was SO excited. #2017 #xmastree #Toddler #momlife @ Hocking County, Ohio
",🎄,1
"Happy fourth @ Harbor Point, Stamford CT
",🇺🇸,0
"Hoover Dam looking calm #LasVegas #BoulderCity #Nevada beautifuldestinations #BDTeam…
",🇺🇸,0
"Please take some time today to pray for our country today! We will never forget what…
",🇺🇸,0
"Happy Friday the 13th @ San Quentin Federal Prison
",😜,2
"New friend!! #thailand #columbia #southafrica #germany #sweden…
",🇺🇸,0
"Who’s more excited for the state fair? 3 year old me or 20 year old me...we’ll never know @user
",😜,2
"Where it all went down. @ Independence Hall
",🇺🇸,0
"June in July. Let's do this! @ Chelan, Washington
",🇺🇸,0
"18 down...32 to go #StateChallenge #loveusa #harpersferry #westvirginia @ Harpers Ferry…
",🇺🇸,0
"Family Christmas shenanigans @ Spokane, Washington
",🎄,1
"downtime fun w @user @ Kids America
",😜,2
"It’s my birthday, I can be extra if I want to #issacoverup @ Rehab Las Vegas
",😜,2
"@user from john_southwood - WAKE THE FUCK UP UNITED STATES OF AMERICA #PRESIDENTTRUMP…
",🇺🇸,0
"Labor Day crew #strengthtraining #strengthandconditioning #family #fitness #training…
",🇺🇸,0
"Thanks Jana H. for your ticket purchase today!!! Celebrate Veterans! Dinner! Music! Dance! …
",🇺🇸,0
"Bet you didn't know your boy can sing and play the upright bass at the same time! We're…
",😜,2
"I'm pretty sure this is the most Loca has ever been rode at one time.. JK... ish. …
",😜,2
"The lighting show at KissUltraLounge.#Enjoyinglife @ KISS Ultra Lounge
",🇺🇸,0
"US Navy Seal. @ United States
",🇺🇸,0
"In the studio... aka madness at work @user #livingmyart @ Harrison Skydeck
",😜,2
"spent my 801 with my sassy gal Ky #hootersofdouglasville @ Hooters
",😜,2
"Happy #BackToTheFuture Day #October212015 Where's the real #HoverBoard @user @ WaterWall Place
",😜,2
"Still the best part of the trip excluding dem tats and piercings .....#travelgram…
",😜,2
"#rugs #seattle #sale #everett mall #carpet #90% off #usa #washingtonstate #washington @user
",🇺🇸,0
"The Happiest of Holidays from Pebble Beach! #LillianRose #MerryChristmas #PebbleBeach…
",🎄,1
"Christmas party shenanigans @ Museum of Science and Industry, Chicago
",🎄,1
"First night in the new home. So much to do. At least we can watch the game Huge thanks to my…
",😜,2
